CM_py,CM_Star_py,CSe
46.4737813,7.73937525,3.546593564
131.875052,9.141611989,4.233639953
107.5842604,8.897034982,4.593069208
130.5700761,9.042533002,5.05881389
58.61018156,8.092413474,3.378783493
71.93911738,7.914985157,4.095795255
75.01762924,8.159449227,4.070656113
87.84619335,8.55342158,4.349648913
132.0294515,8.939595605,4.831074987
31.69613702,6.7488872,3.321928095
67.2166512,8.329815619,3.572469459
55.14944514,8.030146078,3.039148672
79.0329141,8.239229625,4.142914673
114.1293911,8.816806185,4.631615665
55.78718013,7.878329039,3.625
93.16872559,8.522954295,4.56385619
69.14894411,7.981702844,4.321928095
24.84310834,6.215233252,3
161.0765888,9.393225684,4.213513256
42.47557539,7.318891244,3.584962501
54.24818381,7.722263662,3.906890596
67.99071772,8.139066547,3.905764585
173.5610884,9.592624633,4.959431619
137.239575,9.340536063,4.748940047
61.10275247,8.161029463,3.852168724
78.00448813,8.1638615,4.243300369
129.3963432,9.129053256,4.550266885
140.6407362,9.124930512,4.885129041
78.75435251,8.081416162,4.469670487
47.72561798,7.688121159,2.625814584
67.83989131,8.119664055,4.142664356
95.13862968,8.560456086,4.440636353
40.88839119,7.255008839,3.39274741
64.51444197,8.117506994,3.734521665
107.0086237,8.937609949,3.642371449
253.166661,10.1589773,5.519454883
92.60272336,8.653275432,3.75326969
51.62933164,7.669744165,3.093069208
42.74774923,7.345616264,3.238901257
79.56436817,8.263153605,4.201841232
85.53923466,8.419607356,4.418295834
62.67390591,8.029294795,4.087462841
116.7151732,8.954612374,3.669576746
153.8179167,9.442331392,4.879506461
44.13452774,7.35512403,3.700439718
67.2166512,8.329815619,3.572469459
93.00431881,8.397765129,3.82131194
138.9150014,9.361986621,4.947702779
57.66939958,7.606378487,3.616348566
71.96012114,8.201313775,4.121928095
65.04392871,8.104953564,3.794653474
64.67527157,8.064833094,3.794653474
34.01955001,7.370630846,2
173.5610884,9.592624633,4.959431619
62.89842331,7.692470879,4.201841232
143.9664734,9.354343409,4.702564514
93.16872559,8.522954295,4.56385619
129.7266165,9.197620758,4.620151695
44.13452774,7.35512403,3.700439718
171.857729,9.374548338,5.112995501
50.87193979,7.683221287,3.235926351
53.15839793,7.376965928,3.010570934
60.97417242,8.116092086,3.625
74.01460613,8.357604275,3.503258335
243.5119229,9.994738311,5.006095907
170.857729,9.37019483,5.072368749
58.70121496,7.69345977,3.337175341
207.8794545,9.900594463,5.339768805
37.51393182,7.103462119,3.418295834
175.9785226,9.594430649,4.536951565
71.93911738,7.914985157,4.095795255
253.166661,10.1589773,5.519454883
25.88068013,6.515285407,1.842370993
137.239575,9.340536063,4.748940047
87.6867912,8.54510668,4.349648913
50.00928948,7.848965584,3.022055209
71.58938089,8.141261347,3.511085408
118.217355,9.069033321,4.51517565
74.01460613,8.357604275,3.503258335
109.8373315,8.910282153,4.556088323
30.98194143,6.932321681,3.169925001
145.1060837,9.263712908,4.06720286
170.4652653,9.45474931,5.11584701
253.166661,10.1589773,5.519454883
48.5045447,7.359165979,3.640223929
105.5000172,8.707744286,4.392126685
73.58570034,8.312852258,3.68418372
110.8777648,8.938050528,4.593069208
48.752387,7.697909456,3.584962501
127.870668,8.963549883,4.729283017
146.3240227,9.275142698,5.037401198
143.1159373,9.133968113,5.003055907
107.020552,8.955056975,4.51755943
94.92606923,8.724908838,4.501629167
77.13989275,8.436749799,3.826874882
48.5045447,7.359165979,3.640223929
242.0991915,10.09327148,5.161947674
103.2734676,8.981730879,4.21366069
65.70439786,8.259284058,4.087462841
39.90570483,7.111346204,2.855388542
68.17438475,7.870587717,3.110578015
157.2998022,9.440081509,5.095795255
28.01303334,6.380193701,3.169925001
56.07400825,7.609691748,3.947702779
105.6755093,8.57745489,4.189898095
146.8203654,9.031972735,4.356370399
60.19120798,8.004521402,3.106890596
76.09008727,8.411021523,4.08418372
143.9664734,9.354343409,4.702564514
11.58822084,5.469469898,1.584962501
152.8956354,9.337503998,5.095237675
48.752387,7.697909456,3.584962501
33.18310155,6.948745255,2.947702779
66.55595925,8.053478735,3.892407119
94.92606923,8.724908838,4.501629167
123.7814387,9.135263681,4.304229297
88.46767062,8.533291953,3.2089873
66.18879894,7.751935283,4.229871195
99.00728953,8.629260592,4.623516641
207.8794545,9.900594463,5.339768805
242.0991915,10.09327148,5.161947674
95.28000951,8.587366494,4.45366069
67.2166512,8.329815619,3.572469459
74.32234976,8.414422444,3.794653474
37.2123903,7.320432969,3.121928095
56.60732875,7.585330184,3.794653474
107.2425359,8.47152711,3.459431619
65.98434831,8.02972141,4.169925001
131.828344,9.125948015,3.495140327
63.70498917,8.018938825,3.263933429
75.16672676,8.237744483,3.499227542
114.1293911,8.816806185,4.631615665
118.2291831,9.10881276,4.440223929
40.88839119,7.255008839,3.39274741
180.1961503,9.510358809,4.390220048
128.7148746,9.034815917,3.403819408
44.93607796,7.605904203,2.918295834
207.6573277,9.897271264,5.339768805
48.5045447,7.359165979,3.640223929
97.4226597,8.685521517,4.440636353
69.86274775,8.345625646,3.734521665
70.73498937,8.044171373,3.880179923
55.78718013,7.878329039,3.625
48.5045447,7.359165979,3.640223929
48.95836827,7.34745999,3.640223929
253.166661,10.1589773,5.519454883
174.0179342,9.742786293,5.22518643
172.2895547,9.504840175,4.052937163
174.1919608,9.393873322,5.112995501
121.6871734,8.789270262,4.418201444
252.9445342,10.15619955,5.476409766
58.13230508,7.661716185,3.836591668
209.469507,9.632943918,5.350262383
127.870668,8.966436855,4.781036113
48.82461865,7.595512184,3.235926351
157.9201766,9.298057737,4.961148476
119.8432704,9.038743001,4.573557262
137.239575,9.340536063,4.748940047
124.2697695,8.930962415,4.675698135
56.01136735,7.845739857,3.373557262
173.5610884,9.592624633,4.959431619
159.0937597,9.436562535,4.446439345
105.2095876,8.851927558,4.461092202
165.6857606,9.494071009,4.472321731
98.59526397,8.661191471,4.238901257
57.66939958,7.606378487,3.616348566
40.4502042,7.319248686,3.277613437
107.020552,8.955056975,4.51755943
132.7527642,9.096991751,4.786425874
62.12396275,8.10598277,3.5
107.2425359,8.47152711,3.459431619
253.166661,10.1589773,5.519454883
148.0991309,9.192155363,4.918527614
25.88068013,6.515285407,1.842370993
151.5168352,9.325349089,4.321928095
99.00728953,8.629260592,4.623516641
45.87089964,7.394221839,3.334679141
236.4301469,9.98387913,4.94992756
93.00431881,8.397765129,3.82131194
60.99712611,8.091811238,3.108458593
32.35803205,6.982777352,2.947702779
64.04015907,7.962939208,3.4548224
44.71680896,7.479679217,3.188721876
117.6877573,9.055735825,4.651084443
38.3861046,6.998880767,3.188721876
60.97417242,8.116092086,3.625
174.1919608,9.393873322,5.112995501
65.70439786,8.259284058,4.087462841
57.6628943,8.032706754,2.955913095
44.71680896,7.479679217,3.188721876
60.99712611,8.091811238,3.108458593
98.70284434,8.782847827,4.26346519
129.7266165,9.197620758,4.620151695
44.93607796,7.605904203,2.918295834
87.99544327,8.828393632,4.021928095
207.6573277,9.897271264,5.339768805
47.80452226,7.970339066,2.396240625
47.80452226,7.970339066,2.396240625
70.66051512,8.286566697,4.142664356
62.19444053,8.027117309,3.875
25.81928095,6.688523892,2.725480557
64.76392495,8.029827374,4.05881389
83.43361791,8.413522141,3.027169118
93.79373943,8.585456722,3.46346519
51.62933164,7.669744165,3.093069208
114.6233033,8.97177895,3.909368064
35.14660607,6.667722504,2.751629167
158.9201766,9.302634108,5.004886164
1289.977941,12.60279214,5.473918494
159.0937597,9.436562535,4.446439345
82.36354814,8.532619085,4.186704346
47.80452226,7.970339066,2.396240625
125.9094321,8.905785049,4.56965721
65.98434831,8.02972141,4.169925001
116.7151732,8.951701619,3.578001151
78.40306302,8.512658877,3.93213804
129.7266165,9.200075723,4.675698135
114.936843,8.752962617,4.265319531
64.51444197,8.117506994,3.734521665
29.85913916,6.701904706,3.321928095
273.93853,10.2589213,5.523531298
48.752387,7.697909456,3.584962501
86.12022019,8.670748706,2.891851946
170.4652653,9.45474931,5.11584701
173.5610884,9.592624633,4.959431619
253.166661,10.1589773,5.519454883
1118.804256,12.61758686,2.727029636
114.1293911,8.816806185,4.631615665
55.85234309,7.764688438,2.827819531
87.81051955,8.375206415,4.053508855
71.93911738,7.914985157,4.095795255
44.71680896,7.479679217,3.188721876
138.289706,9.290212157,3.910992253
78.40306302,8.512658877,3.93213804
71.96012114,8.201313775,4.121928095
176.121777,9.609765973,4.865981873
82.36354814,8.532619085,4.186704346
253.166661,10.1589773,5.519454883
55.67381062,7.738166945,3.640223929
207.8794545,9.900594463,5.339768805
40.88839119,7.255008839,3.39274741
86.97563523,8.393923319,4.349648913
71.42538321,8.094107421,3.341446071
36.56853411,7.222686115,3.459431619
63.55456713,7.685163958,4.368522528
76.55917015,8.132142506,4.418295834
109.1625396,8.836802466,3.773557262
46.4737813,7.73937525,3.546593564
56.07400825,7.609691748,3.947702779
135.3229762,8.980489709,4.754377842
118.217355,9.069033321,4.51517565
114.1293911,8.816806185,4.631615665
60.97417242,8.116092086,3.625
160.1759135,9.330817702,4.356497313
19.88771238,6.384980109,2.584962501
153.7893057,9.449619102,4.541311193
48.5045447,7.359165979,3.640223929
61.32212276,7.804841912,3.281036113
122.6845958,9.045189299,4.452819531
48.5045447,7.359165979,3.640223929
125.8567196,8.907796587,4.56965721
86.32065644,8.801988961,3.921928095
63.23375162,7.919247694,3.725480557
146.3240227,9.275142698,5.037401198
70.66051512,8.286566697,4.142664356
195.5685962,9.441934041,3.810508567
40.92817401,7.74627876,2.05881389
48.752387,7.711739374,3.664497779
51.62933164,7.669744165,3.093069208
112.2974422,8.801961975,3.929229297
74.14482434,8.03763935,4.243300369
98.19284449,8.694937539,4.16197818
57.58829299,7.841922837,3.734521665
63.23375162,7.919247694,3.725480557
97.90323361,8.908203778,3.936180434
148.0991309,9.192155363,4.918527614
114.7877845,8.899017811,4.607264455
100.3347025,8.741862203,4.440636353
223.1045757,9.878909229,4.046527911
67.2166512,8.329815619,3.572469459
137.239575,9.340536063,4.748940047
12.58575738,5.153858708,1.5
51.62933164,7.669744165,3.093069208
48.752387,7.711739374,3.664497779
48.752387,7.697909456,3.584962501
35.51397143,6.760772875,3.251629167
320.8630636,10.45223935,4.716971519
48.752387,7.697909456,3.584962501
87.64267558,8.504871298,3.624680347
29.74425363,6.538480984,3.321928095
35.14660607,6.667722504,2.751629167
47.3346197,7.385289289,3.521640636
181.7006134,9.63945503,5.159325271
28.72218126,6.798314768,2.5
87.99544327,8.828393632,4.021928095
109.8373315,8.910282153,4.556088323
119.8432704,9.038743001,4.573557262
96.55976113,8.629986056,4.440636353
153.8179167,9.442331392,4.879506461
112.9552299,8.928170638,4.706890596
65.70439786,8.259284058,4.087462841
117.6877573,9.055735825,4.651084443
119.8432704,9.038743001,4.573557262
117.6877573,9.055735825,4.651084443
55.78718013,7.878329039,3.625
146.3240227,9.275142698,5.037401198
132.7650549,9.129546929,2.915944696
36.60147568,7.201094258,2.846439345
25.18295834,6.297288376,2.281036113
208.6818403,9.828965456,4.716569344
76.89361194,8.282584717,4.221928095
87.99544327,8.828393632,4.021928095
77.49043698,8.178220229,4.201841232
320.0648857,10.41718731,4.585498699
320.8110775,10.42543933,4.585498699
268.4444804,10.35492731,5.178864088
107.7970463,8.75812878,4.651084443
71.96012114,8.201313775,4.121928095
142.3556483,9.26790913,4.892407119
52.69342188,7.811507524,3.700439718
131.3568188,9.197941481,4.536670256
37.2123903,7.320432969,3.121928095
64.51444197,8.117506994,3.734521665
71.93911738,7.914985157,4.095795255
107.5842604,8.897034982,4.593069208
86.79562227,8.470218501,4.229871195
142.7573723,9.305346292,4.465945933
173.5610884,9.592624633,4.959431619
47.80452226,7.970339066,2.396240625
62.31575595,7.996301288,3.807763576
47.80452226,7.970339066,2.396240625
44.74765726,7.506127459,3.418295834
48.752387,7.711739374,3.664497779
56.90428127,7.772487143,3.456564762
52.73855758,7.749865903,3.640223929
51.27536818,7.494524802,3.640223929
132.7527642,9.096991751,4.786425874
170.2005058,9.470040003,3.859286801
132.7527642,9.096991751,4.786425874
76.36850092,8.362230219,4.221928095
55.78718013,7.878329039,3.625
119.8432704,9.038743001,4.573557262
320.8630636,10.45223935,4.716971519
64.51444197,8.117506994,3.734521665
76.89361194,8.282584717,4.221928095
82.05964622,8.509728603,4.221928095
87.6867912,8.54510668,4.349648913
183.66111,9.702495643,4.262692391
87.99544327,8.828393632,4.021928095
77.80464325,8.276275865,4.368522528
71.93911738,7.914985157,4.095795255
325.4798941,10.44346229,4.818575866
99.00728953,8.629260592,4.623516641
60.18138379,7.614251154,4.061482187
46.96670233,7.466360849,3.700439718
138.8230961,9.173755381,4.249729717
52.69342188,7.811507524,3.700439718
40.88839119,7.255008839,3.39274741
146.3240227,9.275142698,5.037401198
253.166661,10.1589773,5.519454883
71.93911738,7.914985157,4.095795255
128.7148746,9.034815917,3.403819408
45.18710774,7.366546003,3.773557262
177.4411477,9.442132342,2.668937139
242.0991915,10.09327148,5.161947674
100.6028182,8.639202095,3.179727316
253.166661,10.1589773,5.519454883
70.6877361,8.079702952,3.892407119
107.8960147,8.802182785,4.185230133
83.5456326,8.238356508,3.97366069
253.166661,10.1589773,5.519454883
82.43627132,8.19922155,3.565448372
74.29820433,8.412110495,3.997670276
253.166661,10.1589773,5.519454883
84.75940593,8.386181878,3.572623664
47.21060949,7.258142474,3.625
55.24728538,7.717874675,3.456564762
81.352869,8.621991178,4.247927513
84.27473044,8.244513194,4.220175521
114.2463282,9.033709199,4.556088323
479.3497277,11.14700934,4.914224159
28.99097071,6.716975947,3.121928095
81.95885976,8.284783399,3.970573096
83.89207836,8.471781586,4.368522528
57.58829299,7.841922837,3.734521665
71.96012114,8.201313775,4.121928095
137.1981373,9.042489413,4.490029142
132.7527642,9.096991751,4.786425874
137.1981373,9.042489413,4.490029142
129.7266165,9.200075723,4.675698135
62.89842331,7.692470879,4.201841232
28.25882071,6.740028398,2.75
117.6877573,9.055735825,4.651084443
52.20244444,8.057433154,3.584962501
133.1476297,9.230809374,4.278351812
69.22462792,7.991689692,4.152391278
56.70819306,7.683209137,3.852168724
93.00431881,8.397765129,3.82131194
47.21060949,7.258142474,3.625
153.536615,9.4396148,4.541311193
114.6233033,8.97177895,3.909368064
82.86538611,8.481352762,4.070656113
44.4737813,7.725808971,3.459431619
109.8373315,8.910282153,4.556088323
111.4218103,8.822524967,3.923231429
119.8432704,9.038743001,4.573557262
174.1889598,9.374621371,5.173696773
114.1293911,8.816806185,4.631615665
177.4411477,9.442132342,2.668937139
122.6997371,8.809663655,4.109194461
71.93911738,7.914985157,4.095795255
130.6276718,9.192712146,4.300554385
147.8557291,9.114961628,4.239353872
121.9088637,8.863220699,4.321721231
72.28249093,8.383434825,3.997670276
40.88839119,7.255008839,3.39274741
49.58664631,7.418332232,3.75
99.00728953,8.629260592,4.623516641
71.93911738,7.914985157,4.095795255
62.13761731,8.128877225,3.405639062
50.79294075,7.785489125,2.623516641
173.5610884,9.592624633,4.959431619
58.70121496,7.69345977,3.337175341
118.949676,8.948241231,4.538909766
83.73996329,8.455187763,3.368522528
74.14693738,8.139572689,3.78418372
111.4218103,8.822524967,3.923231429
47.80452226,7.970339066,2.396240625
170.4652653,9.45474931,5.11584701
47.80452226,7.970339066,2.396240625
159.049683,9.545875786,4.948896212
52.20244444,8.057433154,3.584962501
52.20244444,8.057433154,3.584962501
78.40306302,8.512658877,3.93213804
157.1778782,9.418654269,4.461091334
55.78718013,7.878329039,3.625
47.35021939,7.943425673,3.277613437
61.03056532,7.903480833,2.530639062
129.7266165,9.200075723,4.675698135
253.166661,10.1589773,5.519454883
140.1221665,9.198209554,3.560887217
70.94979825,7.900852333,4.334962501
146.3240227,9.275142698,5.037401198
102.2256938,8.587009962,4.825164052
108.7289963,8.880854281,4.487122805
12.58575738,5.153858708,1.5
142.380229,9.203622105,4.108869289
237.8873215,10.09370969,5.450273981
132.210375,9.055533915,3.227328016
253.166661,10.1589773,5.519454883
64.71579642,8.136447044,3.219528282
129.6773124,9.197746203,4.620151695
44.74774923,7.389298245,3.640223929
71.93911738,7.914985157,4.095795255
121.9088637,8.863220699,4.321721231
53.98704375,7.609153861,3.75
272.0914056,10.16983966,5.2167418
95.13862968,8.560456086,4.440636353
253.166661,10.1589773,5.519454883
65.69178344,8.266151703,3.5
27.18710774,6.525310479,2.947702779
48.752387,7.697909456,3.584962501
67.2166512,8.329815619,3.572469459
58.13230508,7.661716185,3.836591668
57.58829299,7.841922837,3.734521665
137.239575,9.340536063,4.748940047
106.8586127,8.782170926,3.994680368
39.61928836,7.264901403,3.584962501
170.4652653,9.45474931,5.11584701
253.166661,10.1589773,5.519454883
674.9941606,11.5750281,4.568537449
40.93821632,7.488389227,2.55034071
137.1981373,9.042489413,4.490029142
65.26442739,8.315738098,3.702819531
127.7374778,9.187386544,4.712319091
71.93911738,7.914985157,4.095795255
63.92715429,7.926022395,3.281036113
84.75940593,8.386181878,3.572623664
48.5045447,7.359165979,3.640223929
12.58575738,5.153858708,1.5
48.5045447,7.359165979,3.640223929
40.13496877,7.221322061,2.663532755
107.0086237,8.937609949,3.642371449
107.0086237,8.937609949,3.642371449
65.70439786,8.259284058,4.087462841
61.10275247,8.161029463,3.852168724
83.51898888,8.4684502,3.970573096
96.55976113,8.629986056,4.440636353
47.80452226,7.970339066,2.396240625
55.78718013,7.878329039,3.625
76.89361194,8.282584717,4.221928095
40.00290051,7.15388547,3.664497779
114.1293911,8.816806185,4.631615665
89.31922511,8.398116186,3.085055103
144.3565236,9.16657025,4.903055907
89.49313315,8.441074615,4.37366069
65.70439786,8.259284058,4.087462841
71.93911738,7.914985157,4.095795255
140.6407362,9.124930512,4.885129041
71.93911738,7.914985157,4.095795255
69.04075942,8.045317955,3.88418372
103.4401635,8.570697644,4.538909766
57.6628943,8.032706754,2.955913095
253.166661,10.1589773,5.519454883
189.3217385,9.646907463,5.076658253
63.92715429,7.926022395,3.281036113
80.30754764,8.169088843,4.110093478
60.89934511,8.086930912,3.240223929
189.3217385,9.646907463,5.076658253
138.5647497,9.260344214,4.286146588
74.66580945,8.241964201,3.846439345
109.8373315,8.910282153,4.556088323
48.752387,7.697909456,3.584962501
99.00728953,8.629260592,4.623516641
36.60147568,7.201094258,2.846439345
58.05119515,7.924139223,3.734521665
174.1919608,9.393873322,5.112995501
71.74290862,8.28728698,3.572431251
70.79956863,8.111330292,3.681880803
28.25882071,6.740028398,2.75
110.2257293,8.88595863,4.825164052
73.58570034,8.312852258,3.68418372
40.60625608,7.354492345,3.277613437
77.13989275,8.436749799,3.826874882
79.56436817,8.263153605,4.201841232
47.3346197,7.385289289,3.521640636
60.99712611,8.091811238,3.108458593
89.99392472,8.347968173,2.562292189
169.5045266,9.401377664,3.862446151
1289.977941,12.60279214,5.473918494
143.9664734,9.354343409,4.702564514
116.7151732,8.954612374,3.669576746
53.84802648,7.959510116,3.521640636
11.58822084,5.469469898,1.584962501
57.95506077,7.852451885,3.969815782
253.166661,10.1589773,5.519454883
40.00290051,7.15388547,3.664497779
99.00728953,8.629260592,4.623516641
509.4253332,11.23539859,4.989317816
88.38809155,8.599625794,3.147410458
87.3318087,8.712295581,4.459431619
71.96012114,8.201313775,4.121928095
108.3093373,8.98310166,4.56610894
252.9445342,10.15619955,5.476409766
71.96012114,8.201313775,4.121928095
102.0714009,8.785163662,3.68385619
85.27862372,8.635659762,3.880179923
68.72161233,8.052447304,3.947702779
146.3240227,9.275142698,5.037401198
46.3405462,7.676211808,3.546593564
48.752387,7.711739374,3.664497779
48.752387,7.697909456,3.584962501
111.4218103,8.822524967,3.923231429
51.98119645,7.836835645,3.807354922
111.9377211,9.089733701,4.606739354
60.19120798,8.004521402,3.106890596
70.6877361,8.079702952,3.892407119
253.166661,10.1589773,5.519454883
253.166661,10.1589773,5.519454883
57.6628943,8.032706754,2.955913095
56.051405,7.718206216,3.625
209.469507,9.632943918,5.350262383
45.53312822,7.416886788,3.238901257
173.5610884,9.592624633,4.959431619
47.4506362,7.845742424,2.913977073
46.60182275,8.009700473,3.095795255
71.44278529,8.211740559,4.221928095
64.35363901,7.812379391,3.155221529
45.04436914,7.534607177,2.918295834
158.9201766,9.302634108,5.004886164
95.34892909,8.542888134,3.99326969
71.47381062,8.021099969,3.751629167
46.992548,7.405716986,3.640223929
48.752387,7.697909456,3.584962501
65.70439786,8.259284058,4.087462841
107.5842604,8.897034982,4.593069208
60.57255091,8.082538454,2.875
37.2123903,7.320432969,3.121928095
82.00113485,8.412269022,3.820888851
119.8432704,9.038743001,4.573557262
93.79373943,8.585456722,3.46346519
111.4218103,8.822524967,3.923231429
121.9088637,8.863220699,4.321721231
103.8260044,8.77799926,4.430632409
70.66051512,8.286566697,4.142664356
1,1,0
64.90861743,8.132689708,3.947702779
48.752387,7.711739374,3.664497779
